title,balance,category,price
"Civil Engineering Estimating, Costing & Valuation",0,SCI,98
Advanced Soil Dynamics & Earthquake Engineering,0,SCI,98
Surveying Theory & Practice,0,SCI,98
Analysis and Design Practice of Steel Structures,6,AMH,105
Automobile Engineering -Ramakrishna,33,AMH,110
Design and Testing of Electrical Machines -Deshpande,17,AMH,125
Design & Analysis of Experments - panneerselvam,0,AMH,95
Design of Bridge Structues,0,BIO,130
Design of Concrete Structures,0,MAT,90
Design of Reinforced Concrete Foundations,0,MAT,90
Elements of Hydrology & Groundwater,14,MAT,95
Design of Reinforced Concrete Shells & Folded Plat,0,MAT,95
Design of Reinforced Concrete Structures -Gambhir,47,MAT,95
Dislocations and Mechanical Behavior of Materials,22,MAT,95
Electric Machines and Electric Drives Problems with Solutions -De/Dutta,1,MAT,80
"Electrical Power Systems Analysis, Security and Deregulation - Venkatesh et al.",11,Statistics,289
Electrical and Electronic Measurements - Banerjee,29,BIO,150
Electrical Machine,0,BIO,120
Electrical Machines Theory & Practice - Bandyopadhyay,9,BIO,110
"Electrical Power Systems Concepts, Theory and Practice  - Ray",11,CHE,120
Electrical Power Systems: Concepts & Practice,0,CHE,160
Elements of Civil Engineering and Engineering Mechanics - Raikar,34,CHE,96
Elements of Civil Engineering - Saikia et al.,1,CHI,30
Elements of Civil Engineering and Engineering Mechanics - Parakash/Mogavear,30,CHI,30
Elements of Engineering Mechanics - Mukherjee/Paul,20,CIV,110
Engineering Fluid Mechanics,0,CHI,30
Engineering Geology for Civil Engineers - Varghese,23,CHI,30
Engineering Materials Properties and Applications of Metals and Alloys,11,ECO,145
Engineering Mathematics (UPTU Syllabus) - S.S. Sastry,1,ENG,164
Engineering Mathematics (WBUT Syllabus) - S.S. Sastry,8,ENG,105
Engineering Mathematics Vol. I-Srivastava,0,ENG,90
Engineering Mathematics Vol.II Srivastava,0,ENG,110
Engineering Mathemstics Vol.III- Srivastava,0,ENG,120
Engineering Mathematics Vol. I - Pal/Pal,10,ENG,120
Engineering Mathematics Vol. II - Pal/Pal,15,PHY,130
Engineering Mathematics Vol.I-Sastry,2,GEO,140
Engineering Mathematics Vol.II-Sastry,0,GEO,92
Engineering Mathematics Vol. I - 2E - Gangadharan,7,MAT,115
,0,MAT,65
Engineering Mechanics -Sawhney,0,MAT,105
Engineering Practices - 2ED Suyambazhahan,23,MAT,120
"Engineering in Rocks for Slopes,Foundations & Tunnels",0,MAT,120
Engineering Physics - 2E - Raghuvanshi,5,MAT,120
Engineering Mechanics-Jayakumar,1,MAT,47
Experiments in Hydraulic & Hydraulic Mechines Theory & Procedures -Shesha,16,MAT,65
General Mechanics,0,MAT,50
Finite Element Analysis Using ANSYS 11.0 - Srinivas,7,ICT,92
Finite Element Methods Concepts and Applications in Geomechanics,6,ICT,92
Fluid Mechanics With Laboratory Manual - 2E - Majumadar,17,geology,379
Fluid Mechanics An Introduction - 3E - Rathakrishnan,8,CHE,130
Fundamentals of Industrial Drives,10,MAT,150
Fundamentals of Internal Combustion,0,MAT,220
Fundamentals of Power System Protection - Paithankar/Bhide,10,MAT,80
Fundamentals of Strength of Materials - Chandramouli,10,MAT,90
Fundamentals of Structural Mechanics and Analysis - Gambhir,17,MAT,115
Gas Dynamics for Engineers - Balachandran,23,MAT,150
Gas Dynamics - 5E - Rathakrishnan,15,MAT,140
Ground Water Hydrology,0,MAT,148
Introduction to Chemical Engineering Thermodynamics - 2E - Halder,40,CHI,30
Introduction to Chemical Engineering,0,PHY,140
Introduction to Control Systems,0,PHY,150
Introduction to Hydraulics & Pneumatics,0,PHY,130
Introduction to Transport Phenomena Monentumm Heat and Mass,17,CHE,120
Machine Design Fundamentals and Applications - Gope,11,CHI,30
Maintenance Engineering & Management --2nd Mishra/Pathak,34,SOC,120
Managing Transformation: Objectives to Outcomes,5,BIO,349
Mass Transfer-Principles & Operations -Sinha/De,3,BIO,225
Measurment Instrumentation & Expirment Design in Phy. & Eng.,0,MAT,289
Mechanical Workshop Practice - 2E - John,15,PHY,260
Powder Metallurgy An Advanced Technique fo Processing Engineering Materials -Datta,43,MAT,159
"Powder Metallurgy Science, Technology & Applications",20,SCI,120
Power Electronics - Sivanagaraju et al.,19,SCI,130
Power Plant Engineering - Gupta,9,LAN,360
Power System Dynamics and Simulation,16,PSY,180
Power System Analysis Operation and Control,8,CHI,31
Principles of Mass Transfer & Separations Processes,0,HEL,120
"Process Control: Concepts, Dynamics & Applications --Singh",12,ENI,1425
Process Dynamics and Control - 3E - Seborg et al,1,ENI,885
Process Simulation and Control Using ASPEN,20,ENG,152
Signal & System,0,CHI,25.4
"Solar Photovoltaics - Fundamentals, Technologies and Applications",18,REL,15
Strength of Materials - 2E - Srivastava/Gope,79,PSY,65
Structural Analysis -Das/Das/Saikia,55,SOC,120
Installation of Building Safety & Security Systems,0,SOC,120
Textbook of Mechanics of Materials,0,SOC,120
Theory of Machines (Kinematics) - Ravi,5,SOC,84
Experiments in Hydraulic Engineering - Singh,34,SOC,120
SKY Engineering Mechanics(statics),0,SOC,120
Analysis and Design Practice of Hydraulic Concrete Structures - 2E - Ghosh,24,SOC,120
Building Construction Practices,7,BUS,47.45
Wastewater Engineering Treatment & Reuse,0,BUS,38.2
Sky Engineering Mechanics II Dynamics,1,CHE,65
Sky Mechanics of Materials Strength of Materials,0,EDU,85
Fundamental of Electromagnetic Theory,0,ENI,22.35
The Process Technology of Chemical and Allied Industries Vol. I,27,SCI,150
Thermal Engineering - Soman,2,SCI,150
Thermal and Hydraulic Machines - 2E - Sawhney,11,SCI,162
A Textbook of Strength Material,0,SCI,172
Irregation Engineering & Hydrolic Structure,0,SCI,172
A Course in Electrical Installation on Estimating & Costing,0,AGR,400
A Course in Civil Engineering Drawing,0,GEO,1870
Soil Mechanics and Foundation Engineering,0,GEO,25.7
Building Science & Planning,0,ECO,35.55
R.C.C Design & Drawing,0,GEO,32
Surveying - Saikia/Das/Das,60,GEO,32.2
Automotive Mechanics,0,ENI,85
Construction Project Management; Planning...,0,PSY,81
Water Supply Engineering,0,CHI,35
"Planning, Design & Engineering of Sustainable Urban Transport & Systems - Jain",2,CHI,20
Survaying & Leveling,0,POL,165
A Textbook of Surveying and Levelling - Agor,28,GEN,180
Survaying Theory & Practice 1,0,LAN,322
A Textbook of Engineering Drawing,0,CHI,60
Building Construction,0,FIC,49.6
Building Construction Sharma,0,Technology,195
Fundamental Engineering Drawing & Autocad,0,GEN,70
Sewerage Disposal & Air Pollution Engineering,0,DIC,230
Waste Water Treatment for Pollution Control,0,MGT,300
Principle of Architecture,0,ENG,40.5
Antenna and Wave Propagation - Yadava,84,BUS,1350
Building Construction - Varghese,5,BIO,200
Building Materials -2E - Varghese,57,FIC,120
Circuit Theory Continuous & Discrete Time Systems - Kuriakose,41,PSY,39
Coastal Hydrodynamics-Mani,47,CHI,31
Electronic Devices and Circuits - 2E - Kumar/Jain,15,HIS,75
Engineering Graphics (For Degree)-John,43,GEN,20
Fundamentals of Digital Circuits - 3E - Kumar,24,POE,45
Fundamentals Of Solid Mechanics-Gambhir,0,ORM,25
Fundamentals of Surveying -2nd Roy,49,ORM,50
Hydrology-Das/Saikia,0,map,200
Mechanical Vibrations-Venkatachalam,5,GEN,130
Network Theory Analysis & Synthesis - Ghosh,35,SOC,120
Prestressed Concrete Analysis and Design Practice of Members -Ghosh,30,LAW,1650
Soil Mechanic-Palanikuma,3,FIC,32
Soil Mechanics & Foundation Engineering-Kalita,26,FIC,75
Switching Theory and Logic Design - 2E - Kumar,5,ENG,104
Textbook Of Dynamics - Singh,14,PSY,104
Vehicle Maintenance and Garage Practice-Doshi et al,19,ENG,104
Wastewater Treatment Concepts and Design Approach,33,ENG,104
Watershed Management-Das/Saikia,31,FIC,104
Introduction to Chemical Engineering - Pushpavanam,23,ENG,104
Industrial Wastewater Treatment - 2E - Patwardhn,30,GEN,104
A Textbook of Engineering Drawing,0,ENG,49.9
Irrigation And Water Power Engineering - Das/Saikia,40,ENG,45
Construction Equipment & its Management,0,ENG,45
Hydrology & Water Resources Engineering - Garg,0,ENG,45
A Textbook of Building Construction - Abebe Dinku,40,ENG,45
Chemical Reaction Engineering Kinetics-Belay Woldeyes,33,ENG,65
"Electrical Machines, Drives & Power Systems--Wildi",0,LAN,65
Manufacturing Engineering & Technology---Serope,0,MAT,750
Electric Circuits -Bell,2,novel,825
Circuits & Systems,0,ENI,1485
Managing Construction Project Sites--Eng.Henok Asfaw,0,ENI,375
Fluid Mechanics --2nd Majumdar,0,AMH,750
Basics of Electronic Devices --NIIT,29,BIG,250
Advanced Reinforced Concrete Design - 2E - Varghese,50,FIC,60
Mechanical Vibrations and Industrial Noise Control - Lasithan,22,geology,1540
Principles of Electronics - Ganguly,22,COM,1190
"Electrical Machines - Ramamoorty, Sekhar",30,FIC,30
Foundation Engineering -Chattopadhyay,55,POE,25
Fluid Mechanics A Concise Introduction - Pani,48,ORM,45
Surveying -Das/Mohan,0,FIC,35
Textbook of Surveying -Rao/Akella,29,CHI,50
Hydrology & Soil Conservation Engineering -2nd Das,11,POE,30
Biochemical Engineering - Doble/Gummadi,8,FIC,40
"Multicriterion Analysis in Engineering & Management - Raju, Kumar",30,FIC,25
Membrane Separation Processes -2nd Nath,20,ORM,40
Wave Propagation and Antenna Engineering - Kumar/Shukla,49,ENG,55
Limit State Design of Reinforced Concrete --2nd Varghese,25,AMH,35
Textbook of Machine Deawing -John,0,Chart,15
Refrigeration and Air Conditioning - Arora,30,ORM,46
An Introduction to Reactive Power Control and Voltage Stability in Power Transmissin Systems - Chakrabarti et al,20,LAN,30
Theory of Elasticity and Fracture Mechanics - Ukadgaonker,50,GEN,49.95
Introduction to Sustainable Engineering -2nd Rag,49,HIS,200
Engineering Mechanics Statics and Dynamics - Rao et al.,42,FIC,200
Introduction to Electrical Engineering - Ganguly,21,AUT,30
Numerical Methods for Scientist & Engineers -4th Sankara,0,GEN,25
Mechatronics -Singh/Joshi,22,POL,300
Materials Science and Engineering - A First Course - 6E - Raghavan,24,POL,60
Metal Casting and Joining - John,30,HIS,50
Fluid Mechanics - 2E - Mohanty,9,EDU,25
Optimization Methods for Engineers - Raju,20,GEN,111.5
Theory of Elasticity and Plasticity - Helena,29,CHI,25
Electronic Devices and Circuits An Introduction - Mottershwad,18,LIT,675
Pulse and Digital Circuits - 2E - Kumar,13,FIC,11
Engineering Mechanics -2E - Goyal/Raghuvanshi,12,FIC,11
Ground Improvement Techniqes -Chattopedhyay/Maity,11,ORM,35
Heat Treatment Principles and Techniqes - 2E - Rajan/Sharma/Sharma,40,AGR,1350
Introduction to Heat Transfer - Som,32,AGR,1323
Meseretawi Yconstruction Muya Metsehah,0,MED,750
BAsics of Digital Circuits,9,SOC,82.5
Solid Waste Management....sasikumar,0,CHI,29
Mechanical Behaviour and Testing of Materials - Bhargaya/Sharma,30,SUB,89.5
Limit State Design in Structural Steel - 3E - Shiyekar,23,SUB,79.5
Engineering Chemistry -3rd Krish/Valli/Mad,50,CHI,12
Engineering Hydrology -Goyal,43,REL,152
Engineering Ethics - Govindarajan et al,49,FIC,25
Laboratory Manual Hydraulics & Hydraulic Machines -Raikar,18,GEN,120
Engineering Drawing with a Primer on AutoCad -Siddiquee/Khan/Ahmad,14,POE,30
Fluid Mechanics SI Version -Munson et al.,1,FIC,49
Computational Fluid Dynamics - The Basics With Applications,3,POE,12
"Fundamentals of Momentum, Heat, and Mass Transfer - Welty et al",2,DIC,29.5
Chemical Process - Design And Integration- Robin Smith,2,GEN,50.6
Callisters Materials Science And Engineering - R. Balasubramaniam,0,GEN,30.5
"Heating, Ventilating And Air Conditioning - Analysis And Design",3,SOI,20
Process Dynamics And Control - seborg,0,ENI,1850
Design And Analysis of Experiments- International Student Version,1,ENI,675
EARTHQUAKE RESISTANT DESIGN OF STRUCTURES AGARWAL/SHRIKHANDE,4,ENI,630
"ENERGY ENGINEERING AND MANAGEMENT, 2/E CHAKRABARTI",5,PHY,414
"ENGINEERING MECHANICS: STATICS AND DYNAMICS LAKSHMANA RAO, et al.",11,ENI,1125
NUMERICAL METHODS FOR SCIENTISTS and ENGINEERS - 4E - RAO,28,ENI,688
REPAIR AND REHABILITATION OF CONCRETE STRUCTURES MODI/PATEL,5,LAN,100
"WIND POWER TECHNOLOGY, 3/E EARNEST/RACHEL",9,FIC,50
"Heat And Mass Transfer - Yunus, Afshin",0,HEL,45.55
Heat And Mass Transfer SI UNITS - Er.R.K. RAJPUT,0,FIC,75
Heat And Mass Transfer (IN SI UNITS) J P HOLMAN,0,EDU,150
Materials Science And Engineering - Second Edition - Callisters,0,FIC,45
Fuzzy Logic With Engineering Applications - Timothy J. Ross,0,PSY,120
Dramatic Entertaining Short Stories,11,ORM,48
HuleGeb Temehirt Yeaemero Meznagna,0,MAT,25
Top Meseretawi Akababi Science G5-6,37,MAT,25
Commercial Timber Species in Ethiopia,4,MAT,49
The Dynamic Earth System--3rd Patwardhan,0,MAT,25
Elements of Environmental Science & Engineering - Meenakshi,31,MAT,48
Environmental Engineering.........D. Srinivasan,0,PSY,20
Renewable Energy Sources & Emerging Tech.,22,POL,40.5
Renewable Energy Sources Their Impact on Global Warming & Pollution,30,STO,15
Textbook on Envirnmental Studies,0,FIC,15
Environment Science Essentials Level 1,0,PSY,35
Environment Science Essentials Level 2,0,HIS,120
Environment Science Essentials Level 3,0,ORM,40
Environment Science Essentials Level 4,0,LAW,36
Environment Science Essentials Level 5,0,LAW,250
Environment Science Essentials Level 6,0,LAW,81
Essentials of Ecology & Environmental Science -5th Rana,56,BIO,90
Environmental Management Text and Cases - 2nd Krishnamoorthy,12,PHY,100
Introduction to Environment Management - 4E - Sulphey/Safeer,26,REL,105
Introduction to Environmental Biotechnology - 3E - Chatterji,23,REL,105
"ENVIRONMENTAL CHEMISTRY, 2/E BANERJI",5,FIC,95
TEXTBOOK ON ENVIRONMENTAL STUDIES KANAGASABAI,29,FIC,30
Values and Ethics in Business and Profession - Manna/Chakraborti,36,REL,180
Ethics in Public Management - Frederickson/Ghere,33,ORM,30
Professional Ethics & Human Values -Govindarajan/...,0,MAT,11.5
Tiqur Qemem,0,MAT,35
Animal Farm (red),2,MAT,35
Mehan Enat,0,MAT,28
Zepresidant,0,MAT,65
Maenit lebiwold,0,MAT,48
Sew Eku!?,0,MAT,48
Zebet Elefitu,0,MAT,48
Tenafaqiw Geday,0,MAT,48
Yetequr Afer Terufat,0,MAT,48
Gurraacha Abbayaa,0,MAT,48
Ilkee Arrabaa Maxxansa 2ffaa,0,CHI,48
Dimimmisa,0,CHI,48
Gumaa Gallaate,0,CHI,48
Yechereqa Tila,1,CHI,48
Yeteresa Werash,0,CHI,48
Tategnaw,0,CHI,48
Man Abererat,0,MAT,120
Beheg Amlak,24,MAT,120
Maaqeb -Endalegeta Kebede,0,LIT,320
Derso Melse,0,map,60
Dina,0,map,60
The Bitter Honey,0,map,60
Baytewar Nefes,0,map,60
Gowle Manem!,0,map,60
Lewere Negari,0,map,60
Arogitwan Man Gedelat,0,map,60
Yehuletu Haweltoch Weg Ena Leeloch,0,map,60
Yedebeleqeleq Sefer Sewoch,0,map,60
Yeametsa Bederat,0,map,60
Befiqir laye Shotelay,0,map,60
YeEnesetuwa Teneqeneq,0,TUO,100
Yesew Yaleh,0,HIS,28.2
Lookoo Jaalalaa,0,LAW,80
Raayyaa Dhugaa,0,HEL,27
Qaroo Dhiiga,0,FIC,75
Imaanaa Jireenyaa,0,PSY,50.65
Ilkee Arrab Maxxansa 1ffaa,0,REL,100
Duub-Deebii Seenaa,0,REL,152
Eelaa Harmee,0,POL,44
Shayaba,46,POL,71.2
Madaa Kulkule,0,CHI,18
Wal aansoo,0,MAT,150
Bakkalcha,0,CHI,50
Mudata Baacowwan Gaggabaaboofi kan biroo,0,LAN,50
Dunbulbay,0,Hospital Information System,1350
Waraansa Lafee,0,PSY,270
Dur Hennaa Gadaa,0,COM,101
Telemide,0,LIT,499
Kurbit,0,PSY,34.99
Abenet,1,HIS,60
Yenefas Helem,0,LAN,39
Metsaat,0,GEN,20
Yetef Kewakebet,0,ENT,45
Yeqedemew Sehetet Ena Leeloch,4,AMH,60
Yaltefetaw Helem,0,BUS,45
Welwleda,0,GEN,75.9
Sherelok Holemes,0,GEN,40
Seqoqa Z Snebel,0,AMH,55
Asera Andegnaw Teaezaz,0,HEL,400
Hemamat Begena,0,LAW,125
Yeawlo Nefase Danekirgnoch,0,MED,750
Yejeysi Mastawesha,0,MED,1275
Yager Lej,0,MGT,130
Yaletequache Ewnet,0,MGT,1950
YeHiywot Senq,0,MGT,1050
Qey Seroch,0,MGT,2410
Maksegnowoch Kmori Gar,0,LAW,39
Fetena,0,LAW,1170
Ehel Weha,0,LAW,2980
Du umti Haa Du u,0,ORM,30
Sawena,0,AGR,620
No Longer at ease,0,geology,640
Feqir Ena Tigel,0,ENI,780
Heexoo,0,ENI,450
YeEne Jegnaena Leloch,0,ENI,1875
YeAlemachen Merte YeFeqer Tarikoch,0,CHI,30
Yaltezemerelachew 3edition,0,CHE,50
Helemegnawa Enat,0,SOC,50
Ana Karanina,0,BIO,50
YeMelaket Kote,0,PHY,55
YeEnjera Serqot,0,FIC,40
Qabee Dhangaa,29,CHI,80
Jabala Jaalalaa,0,CHI,85
yeafricaw liul,0,CHI,90
Yetegefa Ewnet,26,POL,179
Chinua Achebe Anthills of the Savannah,86,CHI,10
Kehiywot Godana,3,CHI,15
Qoosaa Gsggsbssboo,0,PSY,55
Gurshana Festa,0,HIS,150
YeShi Haregitu,0,FIC,45
Mereq -Adam Reta,0,FIC,40
YeScience Raeye,0,Publishing,248897.63
YeAstenagagu Gestoch,0,FIC,30
17 Medefeena Haya Menamen Qumeta,0,HIS,65
Filme Boy,0,REL,96
Butu Lord Of The Ants,0,FIC,45
Eenyuma Amantaa Kuusaa Walaloo Max.2FFaa,0,SOC,180
Dhugaa Qabiyyeen!,0,SOC,135
Fiker Eske Meqaber,0,AGR,1300
Majoris,0,PSY,125
Yetefaw Beteseb Ena Leloch...,0,SOC,232
Dertogada English,0,IND,1420
Sebaraw Meselale,0,ENI,200
YeSelelu Demtsoch,0,Statistics,1540
YeMegneta Bet Mistroch,0,MGT,1050
Umer Kayame,0,SOC,180
Arrow of God,0,ICT,23.6
Things Fall Apart -Chinua Achebe,0,ICT,21.8
Gumdhaala,0,ICT,22.1
YeTeqolefebet Qulefe -Mihret Debebe,6,ICT,50
Hadise -Bealu Girma,0,ICT,24.75
Oromaye,0,ICT,20.3
Yearat Kilo Lejoch Wegoch,6,Information System,1575
Ayne-Morana Sheregtee,0,ICT,38
Sera Begenete Leule Bete Mengiset,0,ICT,375
Keadmas Bashager -Bealu Girma,0,SOC,340
YeSelela Tebeboch,0,GEN,200
Zhentozhara -Yismeak Worqu,0,SCI,325
Abeshaw,16,EDU,1325
Enchewawet,0,SOC,135
Yewesdal Menged Yametal Menged,0,CHE,2450
Aleqa G/Hannaena Asdenaqi Qeldocachew,0,COM,2120
Merko,0,SOC,450
YeBerhan Felegoch,0,ENI,20
Yaltezemerelachw K.2,0,BIO,70
Oromeessaa,5,LAW,1105
Ypiyasa Lij -3ed Fikru Kidane,0,SOI,70
Qduse Nedate,0,ACC,46
yaltnebebe,0,ENG,105
Dhamaatee Harmee,0,ENG,391.5
Baasaaboortee Kiyya Walalofi ....,0,ECO,2985
Hasiyy Heessechahaa Kobillishsha,0,ACC,123
Journey of A Passion (An Ethiopan Novel),0,ACC,2120
Alemnesh (Ye Arebe Hagerat Sedet),0,BUS,1575
Aemanda Sciensawi Libeweled,0,LAW,680
Yalwetalet Fikir,0,BUS,865
Himala Jireenyaa,0,DIC,1785
Dhikkifannaa,0,LAW,1600
YeChen Menebaneb,0,ECO,1090
YeEscotlandawiyan Qeldoch,0,ACC,65
Animal Farm George Orwell (white),79,SOC,135
Yabew Andebet,0,Marketing,1630
Tibeb Ekssfose,0,SOC,135
Yelugntana fikere,0,MGT,1420
Borcheq/Sebategnaw Melakt,0,POL,1540
Enena Qes Genzebe,0,BUS,37
Zero Seat 1,0,PHY,765
Menged Yetfabachew Mengedgoch,0,COM,765
YeTewega Lebe,0,SCI,675
Fiker Mindnew No2,0,PHY,450
Mesalewoch,0,SSC,6390
Biiftuu Ganamaa,0,AGR,550
Roza,0,COM,2120
Shadows,0,Statistics,1250
Askuwale,0,ENI,0
Fikerna Kewakebt,0,ENI,1485
Werqama yefiker Tiqsochena ababaloch K1,56,COM,75
Ymesafint Mender,0,LAW,59
Dhangaa Sammuu 5.6.7,0,ENI,595
Dertogada Amharic -Yismeak Werqu,0,COM,1540
Ramatohara -Yiamezk Worqu,0,COM,426
Heywot Gezatuwa Sitas,0,MED,1350
The New Guide to Scholastic Aptitude Test G11-12,0,ENV,1370
Yefeqer Tengeret,0,ENV,675
Yemenor Tebeb,0,MAT,450
Auschwitz,0,MAT,675
Tasheguwal,6,ENI,1485
Aerik,0,ENI,230
Yegna Seletane!,0,IND,2750
